File,Variant Type,Variant Length,counts
BB-3,DEL,-206,332
BB-3,INS,167,23
BB-3,DEL,-36,435
BB-3,INS,80,51
BB-3,DEL,-70,127
BB-3,DEL,-207,375
BB-3,DEL,-245,28
BB-3,INS,-207,323
BB-3,DEL,37,450
BB-3,DEL,-198,225
BB-3,DEL,41,313
BB-3,DEL,39,417
BB-3,INS,-76,63
BB-3,INS,100,38
BB-3,INS,206,353
BB-3,INS,157,23
BB-3,DEL,185,64
BB-3,DEL,46,187
BB-3,DEL,-42,329
BB-3,DEL,37,450
BB-3,DEL,-215,274
BB-3,INS,-98,44
BB-3,INS,-1988,1
BB-3,INS,-131,15
BB-3,INS,-37,378
BB-3,INS,80,51
BB-3,DEL,196,262
BB-3,DEL,-79,90
BB-3,INS,198,270
BB-3,INS,-56,156
BB-3,DEL,-113,37
BB-3,INS,36,495
BB-3,INS,113,23
BB-3,DEL,157,18
BB-3,INS,-348,3
BB-3,DEL,-248,15
BB-3,INS,-217,230
BB-3,INS,277,6
BB-3,INS,-60,130
BB-3,INS,89,39
BB-3,INS,51,156
BB-3,DEL,-3836,1
BB-3,DEL,38,438
BB-3,DEL,32,640
BB-3,DEL,-30,487
BB-3,DEL,-75,87
BB-3,INS,204,354
BB-3,DEL,32,640
BB-3,INS,47,191
BB-3,INS,770,1
BB-3,DEL,37,450
BB-3,INS,214,243
BB-3,DEL,240,26
BB-3,DEL,-48,229
BB-3,DEL,32,640
BB-3,INS,-204,296
BB-3,INS,31,526
BB-3,DEL,30,464
BB-3,INS,34,553
BB-3,INS,-216,247
BB-3,INS,57,111
BB-3,DEL,221,162
BB-3,DEL,-42,329
BB-3,INS,31,526
BB-3,INS,-40,312
BB-3,DEL,-31,476
BB-3,INS,188,87
BB-3,DEL,-205,314
BB-3,DEL,195,232
BB-3,INS,200,279
BB-3,DEL,33,570
BB-3,INS,-6346,4
BB-3,DEL,214,239
BB-3,DEL,-44,297
BB-3,DEL,35,565
BB-3,DEL,32,640
BB-3,INS,194,185
BB-3,DEL,202,353
BB-3,INS,-38,373
BB-3,INS,-206,307
BB-3,DEL,-192,110
BB-3,INS,375,1
BB-3,INS,32,627
BB-3,INS,1534,2
BB-3,INS,-50,256
BB-3,INS,-30,513
BB-3,DEL,33,570
BB-3,INS,186,67
BB-3,DEL,201,349
BB-3,DEL,-38,392
BB-3,DEL,192,144
BB-3,DEL,199,301
BB-3,DEL,823,2
BB-3,INS,-36,462
BB-3,INS,198,270
BB-3,DEL,62,88
BB-3,INS,34,553
BB-3,DEL,35,565
BB-3,DEL,193,193
BB-3,INS,64,97
BB-3,INV,35,13
BB-3,INV,-51,4
BB-3,DEL,41,313
BB-3,DEL,222,110
BB-3,DEL,203,362
BB-3,INS,-2724,1
BB-3,DEL,188,99
BB-3,INS,212,250
BB-3,INS,-35,468
BB-3,DEL,-231,87
BB-3,INS,-203,283
BB-3,INS,-47,237
BB-3,DEL,-58,150
BB-3,DEL,-32,563
BB-3,INS,-57,132
BB-3,INS,-206,307
BB-3,INS,215,210
BB-3,INS,86,49
BB-3,INS,41,319
BB-3,INS,116,29
BB-3,INS,-31,439
BB-3,DEL,-198,225
BB-3,INS,207,333
BB-3,DEL,68,93
BB-3,INS,38,441
BB-3,INS,36,495
BB-3,INS,212,250
BB-3,DEL,-72,97
BB-3,INS,-31,439
BB-3,INS,-68,91
BB-3,DEL,244,23
BB-3,INS,-46,239
BB-3,DEL,-211,298
BB-3,DEL,-73,77
BB-3,INS,222,112
BB-3,DEL,-47,302
BB-3,INS,-58,128
BB-3,INS,-214,240
BB-3,INS,-534,1
BB-3,DEL,3046,1
BB-3,INS,-219,198
BB-3,DEL,204,365
BB-3,INS,195,204
BB-3,INS,-146,15
BB-3,INS,-71,84
BB-3,INS,-103,39
BB-3,DEL,122,24
BB-3,DEL,123,36
BB-3,DEL,-47,302
BB-3,INS,222,112
BB-3,INS,214,243
BB-3,INS,-463,5
BB-3,DEL,32,640
BB-3,DEL,-50,237
BB-3,INS,53,134
BB-3,INS,209,344
BB-3,INS,211,274
BB-3,DEL,212,279
BB-3,INS,-390,5
BB-3,INS,227,79
BB-3,INS,-34,443
BB-3,DEL,-92,56
BB-3,INS,56,128
BB-3,INS,201,319
BB-3,INS,215,210
BB-3,INS,214,243
BB-3,INS,190,137
BB-3,INS,-199,231
BB-3,INS,223,105
BB-3,DEL,193,193
BB-3,INS,-200,287
BB-3,INS,-45,230
BB-3,INS,87,43
BB-3,DEL,148,20
BB-3,INS,185,64
BB-3,INS,68,59
BB-3,DEL,-45,290
BB-3,DEL,201,349
BB-3,DEL,70,83
BB-3,DEL,-561,3
BB-3,DEL,217,196
BB-3,DEL,-31,476
BB-3,DEL,-2171,1
BB-3,DEL,303,8
BB-3,INS,121,26
BB-3,INS,-99,47
BB-3,INS,214,243
BB-3,INS,225,89
BB-3,DEL,193,193
BB-3,DEL,283,5
BB-3,INS,-213,282
BB-3,INS,104,46
BB-3,INS,199,336
BB-3,INS,32,627
BB-3,INS,90,46
BB-3,DEL,37,450
BB-3,DEL,-163,22
BB-3,DEL,84,44
BB-3,INS,38,441
BB-3,DEL,199,301
BB-3,DEL,-230,91
BB-3,DEL,-190,87
BB-3,INS,212,250
BB-3,DEL,41,313
BB-3,DEL,32,640
BB-3,DEL,210,281
BB-3,DEL,40,360
BB-3,INS,-31,439
BB-3,DEL,95,52
BB-3,INS,-31,439
BB-3,INS,-56,156
BB-3,BND,90,2
BB-3,DEL,-220,219
BB-3,DEL,51,145
BB-3,DEL,-33,419
BB-3,INS,-208,345
BB-3,INS,-60,130
BB-3,DEL,-39,390
BB-3,INS,-240,29
BB-3,INS,-38,373
BB-3,DEL,-213,273
BB-3,INS,58,112
BB-3,DEL,234,44
BB-3,INS,282,13
BB-3,INS,193,177
BB-3,INS,84,58
BB-3,INS,-33,435
BB-3,DEL,120,22
BB-3,INS,-37,378
BB-3,DEL,36,521
BB-3,DEL,-52,210
BB-3,INS,34,553
BB-3,INS,33,592
BB-3,INS,-245,29
BB-3,INS,-54,183
BB-3,INS,30,416
BB-3,DEL,-130,22
BB-3,INS,-32,481
BB-3,INS,-79,69
BB-3,DEL,56,107
BB-3,DEL,214,239
BB-3,INV,-80,3
BB-3,INV,-119,2
BB-3,INS,-201,247
BB-3,INS,40,348
BB-3,DEL,34,515
BB-3,INS,-217,230
BB-3,INS,92,49
BB-3,DEL,191,144
BB-3,INS,71,72
BB-3,DEL,202,353
BB-3,DEL,-36,435
BB-3,INS,-41,307
BB-3,INS,-168,20
BB-3,DEL,32,640
BB-3,INS,-38,373
BB-3,INS,37,413
BB-3,INS,-238,34
BB-3,INS,218,191
BB-3,DEL,-81,77
BB-3,INS,-233,74
BB-3,INS,-229,112
BB-3,INS,-225,115
BB-3,INS,180,36
BB-3,INS,1982,1
BB-3,DEL,-329,1
BB-3,INS,-48,233
BB-3,INS,41,319
BB-3,INS,-202,269
BB-3,DEL,-189,64
BB-3,DEL,85,51
BB-3,INS,30,416
BB-3,INS,-1126,1
BB-3,INS,-59,131
BB-3,INS,192,164
BB-3,INS,-49,208
BB-3,DEL,43,312
BB-3,INS,32,627
BB-3,DEL,-39,390
BB-3,DEL,40,360
BB-3,INS,225,89
BB-3,DEL,-206,332
BB-3,INS,-321,3
BB-3,DEL,-104,48
BB-3,DEL,-257,13
BB-3,DEL,-64,124
BB-3,DEL,86,42
BB-3,DEL,-233,84
BB-3,DEL,203,362
BB-3,DEL,-218,207
BB-3,INS,-235,65
BB-3,INS,-48,233
BB-3,INS,-210,258
BB-3,INS,307,5
BB-3,INS,-202,269
BB-3,DEL,211,302
BB-3,INS,-33,435
BB-3,DEL,-204,321
BB-3,INS,197,268
BB-3,DEL,412,5
BB-3,INS,-197,186
BB-3,INS,-219,198
BB-3,DEL,43,312
BB-3,DEL,198,297
BB-3,INS,203,318
BB-3,DEL,-989,3
BB-3,DEL,-254,17
BB-3,DEL,214,239
BB-3,INS,216,195
BB-3,INS,-194,143
BB-3,DEL,-216,249
BB-3,DEL,203,362
BB-3,DEL,35,565
BB-3,INS,124,35
BB-3,INS,31,526
BB-3,DEL,202,353
BB-3,INS,33,592
BB-3,INS,-35,468
BB-3,INS,-188,48
BB-3,INS,-35,468
BB-3,DEL,51,145
BB-3,DEL,-49,246
BB-3,DEL,-196,188
BB-3,INS,-203,283
BB-3,DEL,33,570
BB-3,INS,218,191
BB-3,DEL,-34,442
BB-3,INS,-36,462
BB-3,DEL,-49,246
BB-3,DEL,-195,182
BB-3,DEL,-221,166
BB-3,DEL,-217,252
BB-3,INS,-209,305
BB-3,INS,31,526
BB-3,DEL,219,158
BB-3,DEL,200,319
BB-3,INS,222,112
BB-3,DEL,213,263
BB-3,DEL,-237,55
BB-3,INS,205,359
BB-3,INS,56,128
BB-3,DEL,198,297
BB-3,DEL,187,97
BB-3,INS,-50,256
BB-3,DEL,-228,105
BB-3,INS,-224,147
BB-3,INS,-212,289
BB-3,DEL,57,118
BB-3,INS,229,71
BB-3,INS,210,306
BB-3,DEL,-636,1
BB-3,DEL,-208,350
BB-3,DEL,-38,392
BB-3,DEL,-71,102
BB-3,DEL,196,262
BB-3,INS,40,348
BB-3,DEL,-34,442
BB-3,INS,-210,258
BB-3,DEL,-81,77
BB-3,DEL,-204,321
BB-3,DEL,-32,563
BB-3,DEL,420,6
BB-3,INS,-50,256
BB-3,DEL,-91,50
BB-3,INS,70,80
BB-3,DEL,-201,267
BB-3,DEL,-216,249
BB-3,INS,-78,70
BB-3,INS,-225,115
BB-3,DEL,-1051,1
BB-3,DEL,37,450
BB-3,INS,43,253
BB-3,INS,202,344
BB-3,INS,202,344
BB-3,DEL,-241,40
BB-3,DEL,-41,309
BB-3,INS,-209,305
BB-3,INS,217,194
BB-3,DEL,-39,390
BB-3,DEL,-162,21
BB-3,INS,38,441
BB-3,INS,200,279
BB-3,INS,-416,1
BB-3,INS,33,592
BB-3,INS,-32,481
BB-3,INS,-52,218
BB-3,DEL,204,365
BB-3,DEL,38,438
BB-3,DEL,47,231
BB-3,INS,-212,289
BB-3,DEL,215,206
BB-3,DEL,-106,54
BB-3,DEL,37,450
BB-3,INS,158,24
BB-3,INS,-196,165
BB-3,DEL,-163,22
BB-3,DEL,130,28
BB-3,DEL,67,81
BB-3,DEL,173,26
BB-3,DEL,95,52
BB-3,DEL,269,8
BB-3,DEL,-200,280
BB-3,INS,189,97
BB-3,INS,-216,247
BB-3,INS,221,119
BB-3,INS,209,344
BB-3,INS,203,318
BB-3,DEL,-101,42
BB-3,INS,188,87
BB-3,INS,-152,18
BB-3,INS,192,164
BB-3,INS,-224,147
BB-3,DEL,77,55
BB-3,DEL,67,81
BB-3,DEL,-131,19
BB-3,DEL,-36,435
BB-3,INS,-722,1
BB-3,INS,1842,1
BB-3,INS,-5217,1
BB-3,DEL,33,570
BB-3,DEL,-37,383
BB-3,DEL,-80,70
BB-3,DEL,47,231
BB-3,INS,-39,338
BB-3,INS,149,23
BB-3,DEL,-209,292
BB-3,DEL,36,521
BB-3,DEL,-31,476
BB-3,DEL,299,12
BB-3,DEL,-211,298
BB-3,INS,-201,247
BB-3,DEL,-207,375
BB-3,DEL,3388,1
BB-3,INS,-214,240
BB-3,DEL,-43,312
BB-3,DEL,-244,37
BB-3,DEL,-89,40
BB-3,DEL,193,193
BB-3,DEL,52,158
BB-3,INS,34,553
BB-3,INS,56,128
BB-3,INS,-68,91
BB-3,INS,39,440
BB-3,DEL,-94,36
BB-3,DEL,-36,435
BB-3,DEL,-745,4
BB-3,INS,-125,24
BB-3,DEL,84,44
BB-3,DEL,-217,252
BB-3,INS,41,319
BB-3,INS,204,354
BB-3,DEL,-203,318
BB-3,INS,-223,160
BB-3,DEL,124,33
BB-3,DEL,35,565
BB-3,INS,-180,20
BB-3,INS,34,553
BB-3,INS,74,65
BB-3,DEL,958,1
BB-3,INS,-199,231
BB-3,DEL,412,5
BB-3,INS,-194,143
BB-3,INS,45,231
BB-3,DEL,-637,2
BB-3,DEL,-210,334
BB-3,INS,-6535,3
BB-3,INS,213,238
BB-3,INS,-329,2
BB-3,INS,57,111
BB-3,INS,202,344
BB-3,DEL,210,281
BB-3,INS,54,129
BB-3,DEL,-210,334
BB-3,INS,-97,45
BB-3,INS,-53,183
BB-3,INS,-82,61
BB-3,DEL,31,540
BB-3,INS,-52,218
BB-3,DEL,-200,280
BB-3,INS,223,105
BB-3,DEL,220,130
BB-3,INS,223,105
BB-3,INS,68,59
BB-3,DEL,-205,314
BB-3,DEL,197,267
BB-3,DEL,-167,22
BB-3,DUP,173,1
BB-3,DEL,5315,1
BB-3,INS,-204,296
BB-3,DEL,-191,76
BB-3,DEL,216,208
BB-3,INS,37,413
BB-3,DEL,-63,112
BB-3,INS,1697,2
BB-3,DEL,201,349
BB-3,INS,50,170
BB-3,DEL,197,267
BB-3,INS,-313,1
BB-3,DEL,203,362
BB-3,DEL,32,640
BB-3,BND,-190,2
BB-3,DEL,-35,459
BB-3,INS,52,131
BB-3,DEL,-217,252
BB-3,DEL,-436,5
BB-3,DEL,278,15
BB-3,DEL,34,515
BB-3,INS,-204,296
BB-3,INS,31,526
BB-3,INS,-222,161
BB-3,INS,-208,345
BB-3,DEL,-210,334
BB-3,INS,-222,161
BB-3,DEL,41,313
BB-3,DEL,-33,419
BB-3,DEL,30,464
BB-3,DEL,-39,390
BB-3,INS,84,58
BB-3,DEL,299,12
BB-3,INS,-43,268
BB-3,INS,-6369,3
BB-3,DEL,35,565
BB-3,DEL,202,353
BB-3,INS,-1508,1
BB-3,INS,138,20
BB-3,DEL,-200,280
BB-3,INS,52,131
BB-3,INS,34,553
BB-3,INS,34,553
BB-3,DEL,-41,309
BB-3,INS,-196,165
BB-3,DEL,197,267
BB-3,INS,206,353
BB-3,DEL,223,118
BB-3,DEL,-211,298
BB-3,DEL,62,88
BB-3,INS,-57,132
BB-3,DEL,-220,219
BB-3,INS,31,526
BB-3,INS,-187,46
BB-3,INS,93,37
BB-3,INS,33,592
BB-3,DEL,200,319
BB-3,DEL,-229,109
BB-3,DEL,43,312
BB-3,DEL,189,115
BB-3,INS,-206,307
BB-3,DEL,34,515
BB-3,DEL,163,30
BB-3,INS,58,112
BB-3,INS,32,627
BB-3,INS,34,553
BB-3,INS,-33,435
BB-3,DEL,1844,1
BB-3,INS,196,251
BB-3,DEL,-211,298
BB-3,INS,95,41
BB-3,DUP,211,3
BB-3,DEL,-34,442
BB-3,DEL,43,312
BB-3,INS,48,182
BB-3,INS,45,231
BB-3,DEL,-222,183
BB-3,INS,-83,62
BB-3,INS,72,78
BB-3,INS,31,526
BB-3,INS,36,495
BB-3,DEL,-249,35
BB-3,INS,37,413
BB-3,INS,-31,439
BB-3,DEL,206,341
BB-3,DEL,-211,298
BB-3,INS,44,229
BB-3,DEL,144,31
BB-3,DEL,213,263
BB-3,INS,200,279
BB-3,INS,-45,230
BB-3,DEL,39,417
BB-3,INS,597,2
BB-3,DEL,-1977,1
BB-3,DEL,-192,110
BB-3,DEL,213,263
BB-3,DEL,58,100
BB-3,INS,39,440
BB-3,DEL,-217,252
BB-3,INS,205,359
BB-3,DEL,-76,81
BB-3,INS,-329,2
BB-3,INS,1577,1
BB-3,DEL,31,540
BB-3,DEL,47,231
BB-3,INS,-385,6
BB-3,INS,75,60
BB-3,DEL,-210,334
BB-3,INS,209,344
BB-3,DEL,36,521
BB-3,INS,202,344
BB-3,INS,1945,1
BB-3,INS,225,89
BB-3,DEL,-30,487
BB-3,DEL,201,349
BB-3,INS,-31,439
BB-3,INS,386,6
BB-3,INS,50,170
BB-3,DEL,323,4
BB-3,INS,190,137
BB-3,DEL,-1822,1
BB-3,DEL,-194,154
BB-3,INS,31,526
BB-3,DEL,-179,22
BB-3,INS,186,67
BB-3,INS,-300,6
BB-3,BND,-43,2
BB-3,INS,-1353,2
BB-3,DEL,35,565
BB-3,INS,-206,307
BB-3,INS,37,413
BB-3,DEL,-211,298
BB-3,INS,-360,2
BB-3,INS,41,319
BB-3,INS,-207,323
BB-3,INS,188,87
BB-3,INS,-191,93
BB-3,DEL,-5955,1
BB-3,INS,-205,305
BB-3,INS,-758,1
BB-3,DEL,214,239
BB-3,INS,-38,373
BB-3,INS,-34,443
BB-3,DEL,-86,43
BB-3,INS,213,238
BB-3,INS,-207,323
BB-3,INS,-1376,2
BB-3,DEL,214,239
BB-3,DEL,-200,280
BB-3,INS,-231,76
BB-3,INS,-60,130
BB-3,INS,-100,35
BB-3,DEL,-542,6
BB-3,INS,-230,88
BB-3,DEL,205,373
BB-3,INS,160,31
BB-3,DEL,34,515
BB-3,INS,39,440
BB-3,INS,-568,2
BB-3,INS,211,274
BB-3,INS,57,111
BB-3,DEL,105,33
BB-3,INS,41,319
BB-3,INS,115,31
BB-3,DEL,-214,303
BB-3,DEL,-54,176
BB-3,INS,-305,6
BB-3,INS,-36,462
BB-3,INS,-110,45
BB-3,DEL,208,334
BB-3,INS,-208,345
BB-3,DEL,-37,383
BB-3,DEL,202,353
BB-3,INS,40,348
BB-3,INS,-47,237
BB-3,INS,-60,130
BB-3,DEL,-47,302
BB-3,INS,-198,203
BB-3,DEL,-50,237
BB-3,INS,204,354
BB-3,INS,-31,439
BB-3,INS,35,534
BB-3,INS,-206,307
BB-3,INS,-37,378
BB-3,DEL,-37,383
BB-3,INS,-223,160
BB-3,DEL,-3249,1
BB-3,INS,82,58
BB-3,INS,-52,218
BB-3,INS,-32,481
BB-3,INS,-35,468
BB-3,DEL,47,231
BB-3,DEL,-212,299
BB-3,INS,46,205
BB-3,DEL,38,438
BB-3,INS,74,65
BB-3,DEL,6300,1
BB-3,DEL,-61,134
BB-3,DEL,-59,135
BB-3,INS,31,526
BB-3,DEL,417,2
BB-3,INS,-207,323
BB-3,DEL,208,334
BB-3,DEL,-75,87
BB-3,INS,41,319
BB-3,DEL,30,464
BB-3,INS,-65,106
BB-3,DEL,200,319
BB-3,DEL,-207,375
BB-3,DEL,320,7
BB-3,DEL,-34,442
BB-3,INS,-617,2
BB-3,DEL,-47,302
BB-3,DEL,211,302
BB-3,DEL,37,450
BB-3,INS,430,2
BB-3,DEL,39,417
BB-3,DEL,-59,135
BB-3,INS,-212,289
BB-3,DEL,191,144
BB-3,DEL,-103,33
BB-3,DEL,48,201
BB-3,DEL,38,438
BB-3,DEL,-37,383
BB-3,DEL,-38,392
BB-3,INS,212,250
BB-3,INS,35,534
BB-3,INS,30,416
BB-3,INS,39,440
BB-3,DEL,36,521
BB-3,INS,246,14
BB-3,INS,207,333
BB-3,INS,-64,112
BB-3,INS,-208,345
BB-3,INS,-86,62
BB-3,DEL,31,540
BB-3,DEL,-68,109
BB-3,DEL,39,417
BB-3,DEL,74,56
BB-3,DEL,-55,197
BB-3,INS,-32,481
BB-3,DEL,192,144
BB-3,DEL,-37,383
BB-3,INS,-6596,1
BB-3,INS,36,495
BB-3,DEL,208,334
BB-3,DEL,-35,459
BB-3,DEL,-5850,1
BB-3,DEL,-215,274
BB-3,DEL,-71,102
BB-3,INS,-33,435
BB-3,DEL,-6365,4
BB-3,INS,42,272
BB-3,DEL,-64,124
BB-3,DEL,52,158
BB-3,DEL,-44,297
BB-3,DEL,226,72
BB-3,DEL,-44,297
BB-3,INS,-206,307
BB-3,DEL,-222,183
BB-3,DEL,-39,390
BB-3,DEL,34,515
BB-3,INS,918,1
BB-3,DEL,-43,312
BB-3,INS,205,359
BB-3,INS,47,191
BB-3,INS,-236,59
BB-3,INS,-60,130
BB-3,DEL,-145,16
BB-3,DEL,97,44
BB-3,INS,-239,43
BB-3,INS,223,105
BB-3,DEL,36,521
BB-3,INS,-194,143
BB-3,DEL,-894,2
BB-3,INS,-252,12
BB-3,INS,32,627
BB-3,DEL,35,565
BB-3,INS,-67,101
BB-3,DEL,98,39
BB-3,INS,214,243
BB-3,DEL,-214,303
BB-3,DEL,44,258
BB-3,DEL,36,521
BB-3,INS,-205,305
BB-3,INS,-47,237
BB-3,INS,64,97
BB-3,INS,-188,48
BB-3,DEL,-78,75
BB-3,DEL,35,565
BB-3,INS,-141,18
BB-3,DEL,39,417
BB-3,INS,216,195
BB-3,INS,-38,373
BB-3,DEL,38,438
BB-3,DEL,-160,18
BB-3,INS,123,26
BB-3,INS,-198,203
BB-3,INS,62,82
BB-3,INS,42,272
BB-3,INS,-6211,1
BB-3,INS,-44,304
BB-3,INS,205,359
BB-3,DEL,39,417
BB-3,DEL,-38,392
BB-3,DEL,-427,5
BB-3,INS,-50,256
BB-3,DEL,151,27
BB-3,INS,108,33
BB-3,INS,-105,35
BB-3,DEL,37,450
BB-3,DEL,-38,392
BB-3,INS,71,72
BB-3,DEL,-896,1
BB-3,DEL,38,438
BB-3,INS,89,39
BB-3,INS,-39,338
BB-3,DEL,32,640
BB-3,DEL,69,75
BB-3,DEL,-40,371
BB-3,DEL,215,206
BB-3,DEL,-1994,1
BB-3,DEL,123,36
BB-3,INS,-113,24
BB-3,DEL,79,42
BB-3,INS,-70,94
BB-3,DEL,91,33
BB-3,INS,-105,35
BB-3,DEL,89,58
BB-3,DEL,-218,207
BB-3,DEL,51,145
BB-3,DEL,33,570
BB-3,INS,-48,233
BB-3,INS,-200,287
BB-3,DEL,37,450
BB-3,INS,-50,256
BB-3,INS,-35,468
BB-3,DEL,103,41
BB-3,DEL,-75,87
BB-3,DEL,205,373
BB-3,INS,-471,2
BB-3,DEL,-226,131
BB-3,INS,-212,289
BB-3,INS,-34,443
BB-3,DEL,-227,119
BB-3,DEL,210,281
BB-3,DEL,209,324
BB-3,INS,48,182
BB-3,INS,41,319
BB-3,DEL,212,279
BB-3,INS,227,79
BB-3,INS,189,97
BB-3,DEL,-205,314
BB-3,INS,204,354
BB-3,INS,32,627
BB-3,DEL,-108,34
BB-3,DEL,50,169
BB-3,INS,31,526
BB-3,DEL,-34,442
BB-3,DEL,1713,1
BB-3,INS,202,344
BB-3,DEL,-32,563
BB-3,INS,202,344
BB-3,INS,34,553
BB-3,DEL,-32,563
BB-3,INS,-65,106
BB-3,DEL,208,334
BB-3,INS,-48,233
BB-3,DEL,-138,22
BB-3,INS,180,36
BB-3,INS,267,12
BB-3,DEL,211,302
BB-3,DEL,-212,299
BB-3,INS,-30,513
BB-3,INS,-1037,2
BB-3,DEL,41,313
BB-3,DEL,-176,23
BB-3,DEL,-56,162
BB-3,INS,206,353
BB-3,INS,-36,462
BB-3,DEL,299,12
BB-3,INS,44,229
BB-3,DEL,54,134
BB-3,INS,41,319
BB-3,DEL,-110,31
BB-3,INS,-204,296
BB-3,INS,-31,439
BB-3,DEL,-197,192
BB-3,INS,368,7
BB-3,INS,-49,208
BB-3,DEL,30,464
BB-3,INS,126,24
BB-3,DEL,-81,77
BB-3,INS,198,270
BB-3,DEL,210,281
BB-3,INS,202,344
BB-3,DEL,-138,22
BB-3,INS,-216,247
BB-3,DEL,48,201
BB-3,INS,-6296,3
BB-3,DEL,116,37
BB-3,INS,191,160
BB-3,INS,-210,258
BB-3,DEL,-206,332
BB-3,DEL,45,241
BB-3,INS,-65,106
BB-3,DEL,-43,312
BB-3,DEL,32,640
BB-3,INS,226,72
BB-3,DEL,207,296
BB-3,INS,-62,112
BB-3,DEL,47,231
BB-3,DEL,-228,105
BB-3,DEL,198,297
BB-3,DEL,60,95
BB-3,DEL,-195,182
BB-3,INS,35,534
BB-3,INS,218,191
BB-3,INS,31,526
BB-3,INS,-218,207
BB-3,INS,200,279
BB-3,INS,-204,296
BB-3,INS,33,592
BB-3,DEL,205,373
BB-3,INS,-218,207
BB-3,INS,43,253
BB-3,DEL,207,296
BB-3,BND,-223,1
BB-3,INS,104,46
BB-3,INS,-111,36
BB-3,DEL,-63,112
BB-3,INS,40,348
BB-3,INS,204,354
BB-3,DEL,-212,299
BB-3,INS,35,534
BB-3,INS,57,111
BB-3,DEL,33,570
BB-3,DEL,43,312
BB-3,INS,31,526
BB-3,DEL,-91,50
BB-3,DEL,-36,435
BB-3,INS,-46,239
BB-3,INS,-215,250
BB-3,INS,213,238
BB-3,DEL,1247,4
BB-3,DEL,64,85
BB-3,DEL,60,95
BB-3,INS,-6325,3
BB-3,DEL,31,540
BB-3,DEL,52,158
BB-3,INS,188,87
BB-3,DEL,36,521
BB-3,INS,61,91
BB-3,INS,-41,307
BB-3,INS,33,592
BB-3,INS,142,20
BB-3,DEL,-129,31
BB-3,DEL,-45,290
BB-3,DEL,-270,11
BB-3,DEL,-33,419
BB-3,INS,-219,198
BB-3,DEL,184,48
BB-3,INS,-59,131
BB-3,INS,-37,378
BB-3,DEL,211,302
BB-3,INS,-38,373
BB-3,INS,949,2
BB-3,INS,223,105
BB-3,DEL,35,565
BB-3,DEL,-62,111
BB-3,INS,-213,282
BB-3,DEL,-123,24
BB-3,BND,137,1
BB-3,INS,-189,59
BB-3,INS,233,49
BB-3,DEL,-32,563
BB-3,DEL,53,137
BB-3,INS,-33,435
BB-3,DEL,-196,188
BB-3,DEL,-205,314
BB-3,INS,-30,513
BB-3,INS,93,37
BB-3,INS,34,553
BB-3,DEL,-198,225
BB-3,INS,30,416
BB-3,DEL,-220,219
BB-3,INS,193,177
BB-3,INS,123,26
BB-3,DEL,76,60
BB-3,INS,-205,305
BB-3,INS,-63,126
BB-3,INS,-72,80
BB-3,DEL,-60,134
BB-3,INS,207,333
BB-3,DEL,-35,459
BB-3,INS,-36,462
BB-3,INS,222,112
BB-3,DEL,-186,47
BB-3,INS,48,182
BB-3,INS,52,131
BB-3,DEL,33,570
BB-3,INS,527,1
BB-3,DEL,218,194
BB-3,DEL,-32,563
BB-3,INS,-35,468
BB-3,INS,-41,307
BB-3,DEL,30,464
BB-3,INS,40,348
BB-3,INS,32,627
BB-3,INS,204,354
BB-3,INS,198,270
BB-3,INS,66,54
BB-3,DEL,48,201
BB-3,DEL,33,570
BB-3,DEL,-40,371
BB-3,DEL,-208,350
BB-3,INS,-61,108
BB-3,INS,-212,289
BB-3,INS,-34,443
BB-3,INS,42,272
BB-3,DEL,-33,419
BB-3,INS,-37,378
BB-3,INS,-223,160
BB-3,INS,221,119
BB-3,INS,31,526
BB-3,INS,208,299
BB-3,DEL,194,222
BB-3,INS,105,36
BB-3,INS,214,243
BB-3,DEL,-187,50
BB-3,DEL,204,365
BB-3,DEL,-220,219
BB-3,DEL,198,297
BB-3,DEL,-222,183
BB-3,INS,169,28
BB-3,DEL,256,10
BB-3,DEL,-37,383
BB-3,INS,47,191
BB-3,DEL,208,334
BB-3,INS,-44,304
BB-3,INS,-55,152
BB-3,INS,198,270
BB-3,DEL,200,319
BB-3,DEL,-185,36
BB-3,DEL,-218,207
BB-3,INS,31,526
BB-3,DEL,-206,332
BB-3,INS,202,344
BB-3,DEL,79,42
BB-3,INS,48,182
BB-3,DEL,280,7
BB-3,DEL,-33,419
BB-3,DEL,-207,375
BB-3,DEL,187,97
BB-3,INS,-41,307
BB-3,INS,209,344
BB-3,DEL,36,521
BB-3,INS,-203,283
BB-3,DEL,205,373
BB-3,INS,210,306
BB-3,INS,63,93
BB-3,INS,208,299
BB-3,DEL,198,297
BB-3,DEL,-207,375
BB-3,DEL,176,25
BB-3,DEL,36,521
BB-3,INS,206,353
BB-3,DEL,-213,273
BB-3,DEL,54,134
BB-3,INS,30,416
BB-3,DEL,40,360
BB-3,INS,-33,435
BB-3,INS,204,354
BB-3,INS,-32,481
BB-3,INS,-218,207
BB-3,INS,729,2
BB-3,DEL,-211,298
BB-3,DEL,43,312
BB-3,DEL,-43,312
BB-3,INS,301,12
BB-3,INS,54,129
BB-3,INS,-227,124
BB-3,INS,-173,10
BB-3,INS,253,18
BB-3,INS,207,333
BB-3,INS,-35,468
BB-3,INS,32,627
BB-3,DEL,-210,334
BB-3,DEL,30,464
BB-3,DEL,195,232
